CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
392259;221;21/09/2020;F;B;11;11;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
392330;152;21/09/2020;F;C;8;8;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
392367;635;21/09/2020;F;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392460;827;21/09/2020;M;B;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392512;594;21/09/2020;F;C;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392586;606;21/09/2020;M;B;9;9;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
392676;972;21/09/2020;M;C;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392680;774;21/09/2020;F;B;11;11;4;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE']
392748;30;21/09/2020;M;B;16;16;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392806;425;21/09/2020;F;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392884;487;21/09/2020;F;C;50;50;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392894;369;21/09/2020;F;C;55;55;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
392901;660;21/09/2020;F;C;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
392972;15;21/09/2020;M;C;40;40;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393009;594;21/09/2020;F;C;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393072;296;21/09/2020;F;B;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393156;85;21/09/2020;M;B;30;30;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
393183;815;21/09/2020;F;B;27;27;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
393264;391;21/09/2020;F;A;60;60;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393353;584;21/09/2020;M;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393449;285;21/09/2020;M;B;52;52;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393469;777;21/09/2020;F;B;25;25;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393473;823;21/09/2020;M;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393561;876;21/09/2020;F;B;29;29;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
393608;533;21/09/2020;F;A;2;2;1;['ALIMENTOS']
393683;863;21/09/2020;F;B;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393731;704;21/09/2020;F;C;20;20;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
393797;414;21/09/2020;F;B;43;43;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393840;902;21/09/2020;F;B;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393917;318;21/09/2020;M;B;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
393978;158;21/09/2020;M;B;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394016;538;21/09/2020;M;B;11;11;4;['ALIMENTOS', 'BEBIDAS', 'LIMPEZA', 'PET']
394071;309;21/09/2020;M;B;24;24;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
394078;859;21/09/2020;M;B;6;6;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
394150;864;21/09/2020;F;B;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
394201;336;21/09/2020;F;C;20;20;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394227;236;21/09/2020;M;C;10;10;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
394305;750;21/09/2020;M;C;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394355;201;21/09/2020;M;B;8;8;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
394383;697;21/09/2020;M;C;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394481;821;21/09/2020;F;B;70;70;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
394510;970;21/09/2020;M;B;41;41;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394574;640;21/09/2020;M;C;54;54;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394577;454;21/09/2020;F;B;24;24;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
394608;962;21/09/2020;M;B;32;32;5;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
394621;538;21/09/2020;M;B;5;5;2;['ALIMENTOS', 'LIMPEZA']
394640;84;21/09/2020;F;C;60;60;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394646;121;21/09/2020;F;B;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394652;70;21/09/2020;F;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394684;19;21/09/2020;F;C;72;72;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394737;430;21/09/2020;F;B;36;36;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394764;980;21/09/2020;F;B;1;1;1;['HIGIENE']
394790;147;21/09/2020;M;A;27;27;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394879;460;21/09/2020;F;B;1;1;1;['HIGIENE']
394913;481;21/09/2020;M;B;9;9;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
394980;260;21/09/2020;F;C;16;16;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
395066;676;21/09/2020;M;B;22;22;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
395098;350;21/09/2020;F;B;19;19;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
395121;427;21/09/2020;M;B;10;10;2;['ALIMENTOS', 'HIGIENE']
395163;6;23/09/2020;F;B;8;8;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
395183;619;23/09/2020;M;B;71;71;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395256;965;23/09/2020;M;B;18;18;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
395354;688;23/09/2020;M;A;41;41;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395392;929;23/09/2020;M;B;66;66;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395423;56;23/09/2020;F;B;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395483;992;23/09/2020;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395573;542;23/09/2020;M;B;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395599;822;23/09/2020;M;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395630;700;23/09/2020;F;C;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395676;1000;23/09/2020;F;B;36;36;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
395721;292;23/09/2020;F;C;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395808;966;23/09/2020;F;B;31;31;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
395829;502;23/09/2020;M;C;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
395914;445;23/09/2020;M;B;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
396007;174;23/09/2020;M;C;1;1;1;['ALIMENTOS']
396075;92;23/09/2020;M;B;1;1;1;['ALIMENTOS']
396083;208;23/09/2020;M;B;80;80;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396116;876;23/09/2020;F;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396189;540;23/09/2020;F;C;30;30;5;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
396253;193;23/09/2020;F;B;26;26;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396265;835;23/09/2020;F;A;8;8;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
396330;804;23/09/2020;F;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396405;583;23/09/2020;F;B;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
396465;244;23/09/2020;M;B;63;63;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396559;494;23/09/2020;F;C;46;46;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
396658;333;23/09/2020;F;C;2;2;1;['ALIMENTOS']
396682;65;23/09/2020;M;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396716;732;23/09/2020;F;B;55;55;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396721;864;23/09/2020;F;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396759;845;23/09/2020;F;C;50;50;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396774;668;23/09/2020;M;A;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396837;186;23/09/2020;M;C;23;23;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396927;657;23/09/2020;M;B;9;9;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
396937;423;23/09/2020;F;A;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396943;187;23/09/2020;M;B;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
396979;266;23/09/2020;F;B;53;53;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397021;979;23/09/2020;F;A;22;22;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397054;672;23/09/2020;F;B;42;42;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
397113;217;23/09/2020;F;B;72;72;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397172;605;23/09/2020;M;B;19;19;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
397178;813;23/09/2020;F;C;55;55;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397215;286;23/09/2020;M;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397258;931;23/09/2020;M;A;75;75;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397281;715;23/09/2020;F;B;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397373;970;23/09/2020;M;B;55;55;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397424;235;23/09/2020;F;B;9;9;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
397490;484;23/09/2020;M;C;5;5;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
397580;439;23/09/2020;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397665;484;23/09/2020;M;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397733;956;23/09/2020;M;C;64;64;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397832;910;23/09/2020;M;B;18;18;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397919;151;23/09/2020;F;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
397938;203;23/09/2020;F;A;25;25;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
398009;150;23/09/2020;M;B;59;59;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
398018;580;23/09/2020;M;B;35;35;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398112;141;23/09/2020;M;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398116;462;23/09/2020;F;A;7;7;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
398161;720;23/09/2020;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398258;390;23/09/2020;F;B;33;33;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398313;335;23/09/2020;F;C;58;58;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
398367;85;23/09/2020;M;B;51;51;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398455;415;23/09/2020;F;B;50;50;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398553;736;23/09/2020;M;C;13;13;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
398592;558;23/09/2020;F;C;62;62;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398631;957;23/09/2020;M;B;75;75;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398647;330;23/09/2020;F;B;50;50;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
398675;800;23/09/2020;M;C;38;38;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398720;855;23/09/2020;M;C;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398726;178;23/09/2020;M;A;29;29;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
398769;946;23/09/2020;M;B;44;44;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398791;169;23/09/2020;F;B;75;75;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398829;79;23/09/2020;F;C;15;15;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
398833;657;23/09/2020;M;B;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398928;752;23/09/2020;M;C;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398966;961;25/09/2020;F;C;60;60;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
398996;702;25/09/2020;M;B;12;12;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399015;958;25/09/2020;M;B;55;55;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399073;800;25/09/2020;M;C;33;33;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
399113;221;25/09/2020;F;B;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399211;844;25/09/2020;F;A;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399219;523;25/09/2020;M;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399286;773;25/09/2020;M;B;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399333;130;25/09/2020;F;B;45;45;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
399431;422;25/09/2020;F;C;13;13;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399450;865;25/09/2020;F;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399478;869;25/09/2020;F;B;7;7;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
399573;582;25/09/2020;F;B;28;28;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399651;851;25/09/2020;F;B;21;21;4;['ACESSORIOS', 'ALIMENTOS', 'LIMPEZA', 'PET']
399734;793;25/09/2020;M;B;47;47;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399752;664;25/09/2020;M;B;65;65;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399820;192;25/09/2020;F;B;64;64;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399857;41;25/09/2020;M;C;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399912;594;25/09/2020;F;C;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
399971;391;25/09/2020;F;A;46;46;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
400068;852;25/09/2020;M;B;35;35;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400077;26;25/09/2020;F;A;9;9;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
400093;558;25/09/2020;F;C;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400097;395;25/09/2020;F;B;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400124;670;25/09/2020;M;C;71;71;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400129;653;25/09/2020;M;C;24;24;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400227;748;25/09/2020;M;B;42;42;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
400265;913;25/09/2020;M;C;2;2;1;['ALIMENTOS']
400311;843;25/09/2020;F;C;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400355;960;25/09/2020;F;B;10;10;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
400433;111;25/09/2020;M;C;48;48;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
400447;566;25/09/2020;F;B;9;9;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
400492;823;25/09/2020;M;B;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400589;79;25/09/2020;F;C;20;20;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
400662;727;25/09/2020;M;C;16;16;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
400742;696;25/09/2020;M;B;72;72;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400779;79;25/09/2020;F;C;28;28;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400804;793;25/09/2020;M;B;11;11;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
400828;607;25/09/2020;F;B;20;20;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400874;921;25/09/2020;M;B;11;11;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'LIMPEZA', 'PET']
400940;65;25/09/2020;M;B;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400970;298;25/09/2020;F;C;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
400977;27;28/09/2020;F;B;75;75;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401012;854;28/09/2020;F;C;20;20;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401036;129;28/09/2020;M;A;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401110;202;28/09/2020;M;B;57;57;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401148;607;28/09/2020;F;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401205;298;28/09/2020;F;C;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401267;122;28/09/2020;M;B;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401351;894;28/09/2020;F;C;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401408;419;28/09/2020;F;B;28;28;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401410;770;28/09/2020;M;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401478;580;28/09/2020;M;B;45;45;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401507;39;28/09/2020;M;C;49;49;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401602;800;28/09/2020;M;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401685;476;28/09/2020;M;C;76;76;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401744;399;28/09/2020;F;C;30;30;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
401773;577;28/09/2020;M;C;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401826;957;28/09/2020;M;B;29;29;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401913;888;28/09/2020;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
401987;183;28/09/2020;M;B;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402085;863;28/09/2020;F;B;71;71;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402102;58;28/09/2020;M;B;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
